      a          H  rho/3H^2 -1   P_f/E_f    K_f/E_f    G_f/E_f            mean_fields            rms_fields
 102.44447  0.892E-08 -0.118E-08  0.272      0.427      0.300      0.876E-02 -0.664E-05  0.448E-02  0.112E-02
 102.46698  0.891E-08 -0.120E-08  0.274      0.425      0.301      0.877E-02 -0.113E-04  0.449E-02  0.112E-02
 102.48949  0.891E-08 -0.120E-08  0.274      0.424      0.302      0.876E-02 -0.162E-04  0.450E-02  0.113E-02
 102.51200  0.891E-08 -0.120E-08  0.274      0.423      0.303      0.875E-02 -0.205E-04  0.450E-02  0.113E-02
 102.53451  0.890E-08 -0.119E-08  0.273      0.423      0.303      0.872E-02 -0.237E-04  0.450E-02  0.113E-02
 102.55703  0.890E-08 -0.118E-08  0.271      0.425      0.303      0.869E-02 -0.251E-04  0.449E-02  0.113E-02
 102.57955  0.890E-08 -0.116E-08  0.268      0.429      0.303      0.864E-02 -0.246E-04  0.448E-02  0.113E-02
 102.60207  0.889E-08 -0.114E-08  0.263      0.433      0.303      0.858E-02 -0.222E-04  0.446E-02  0.114E-02
 102.62459  0.889E-08 -0.111E-08  0.258      0.439      0.303      0.851E-02 -0.179E-04  0.444E-02  0.114E-02
 102.64711  0.889E-08 -0.108E-08  0.251      0.446      0.303      0.843E-02 -0.123E-04  0.441E-02  0.114E-02
 102.66964  0.888E-08 -0.104E-08  0.244      0.453      0.303      0.833E-02 -0.582E-05  0.438E-02  0.114E-02
 102.69217  0.888E-08 -0.100E-08  0.237      0.461      0.303      0.823E-02  0.942E-06  0.434E-02  0.114E-02
 102.71469  0.888E-08 -0.963E-09  0.228      0.469      0.303      0.812E-02  0.744E-05  0.430E-02  0.114E-02
 102.73722  0.887E-08 -0.920E-09  0.220      0.477      0.303      0.799E-02  0.132E-04  0.425E-02  0.114E-02
 102.75976  0.887E-08 -0.877E-09  0.211      0.486      0.303      0.786E-02  0.180E-04  0.420E-02  0.114E-02
 102.78229  0.887E-08 -0.834E-09  0.202      0.495      0.302      0.772E-02  0.217E-04  0.414E-02  0.114E-02
 102.80482  0.886E-08 -0.790E-09  0.193      0.505      0.302      0.757E-02  0.241E-04  0.408E-02  0.114E-02
 102.82736  0.886E-08 -0.746E-09  0.184      0.514      0.302      0.741E-02  0.256E-04  0.402E-02  0.114E-02
 102.84989  0.886E-08 -0.703E-09  0.174      0.524      0.302      0.724E-02  0.263E-04  0.395E-02  0.114E-02
 102.87243  0.885E-08 -0.661E-09  0.164      0.535      0.302      0.707E-02  0.264E-04  0.389E-02  0.115E-02
 102.89496  0.885E-08 -0.621E-09  0.154      0.544      0.302      0.688E-02  0.263E-04  0.381E-02  0.115E-02
 102.91750  0.885E-08 -0.583E-09  0.144      0.554      0.302      0.669E-02  0.261E-04  0.374E-02  0.115E-02
 102.94004  0.884E-08 -0.547E-09  0.135      0.563      0.302      0.649E-02  0.262E-04  0.366E-02  0.116E-02
 102.96258  0.884E-08 -0.515E-09  0.126      0.571      0.303      0.629E-02  0.266E-04  0.358E-02  0.116E-02
 102.98511  0.883E-08 -0.484E-09  0.118      0.579      0.304      0.608E-02  0.275E-04  0.350E-02  0.117E-02
 103.00765  0.883E-08 -0.456E-09  0.110      0.586      0.304      0.586E-02  0.287E-04  0.342E-02  0.117E-02
 103.03019  0.883E-08 -0.430E-09  0.102      0.593      0.305      0.564E-02  0.304E-04  0.334E-02  0.118E-02
 103.05272  0.882E-08 -0.405E-09  0.939E-01  0.600      0.306      0.541E-02  0.323E-04  0.326E-02  0.118E-02
 103.07526  0.882E-08 -0.383E-09  0.863E-01  0.607      0.307      0.518E-02  0.345E-04  0.318E-02  0.119E-02
 103.09779  0.881E-08 -0.362E-09  0.789E-01  0.613      0.308      0.494E-02  0.368E-04  0.309E-02  0.120E-02
 103.12033  0.881E-08 -0.343E-09  0.719E-01  0.620      0.309      0.470E-02  0.391E-04  0.301E-02  0.120E-02
 103.14286  0.881E-08 -0.326E-09  0.652E-01  0.625      0.310      0.445E-02  0.413E-04  0.293E-02  0.121E-02
 103.16539  0.880E-08 -0.310E-09  0.590E-01  0.630      0.311      0.420E-02  0.433E-04  0.284E-02  0.121E-02
 103.18792  0.880E-08 -0.297E-09  0.533E-01  0.635      0.312      0.395E-02  0.451E-04  0.276E-02  0.122E-02
 103.21045  0.879E-08 -0.285E-09  0.480E-01  0.639      0.313      0.369E-02  0.466E-04  0.268E-02  0.123E-02
 103.23298  0.879E-08 -0.274E-09  0.431E-01  0.643      0.314      0.344E-02  0.479E-04  0.260E-02  0.123E-02
 103.25551  0.878E-08 -0.265E-09  0.387E-01  0.646      0.315      0.317E-02  0.488E-04  0.252E-02  0.124E-02
 103.27804  0.878E-08 -0.256E-09  0.345E-01  0.649      0.316      0.291E-02  0.495E-04  0.245E-02  0.125E-02
 103.30056  0.878E-08 -0.249E-09  0.307E-01  0.652      0.317      0.264E-02  0.499E-04  0.238E-02  0.126E-02
 103.32309  0.877E-08 -0.243E-09  0.273E-01  0.655      0.318      0.237E-02  0.500E-04  0.231E-02  0.127E-02
 103.34561  0.877E-08 -0.238E-09  0.241E-01  0.657      0.319      0.210E-02  0.499E-04  0.224E-02  0.128E-02
 103.36813  0.876E-08 -0.233E-09  0.214E-01  0.659      0.320      0.183E-02  0.496E-04  0.218E-02  0.128E-02
 103.39065  0.876E-08 -0.229E-09  0.189E-01  0.661      0.320      0.156E-02  0.491E-04  0.212E-02  0.129E-02
 103.41317  0.875E-08 -0.226E-09  0.169E-01  0.662      0.321      0.128E-02  0.484E-04  0.207E-02  0.130E-02
 103.43569  0.875E-08 -0.223E-09  0.152E-01  0.664      0.321      0.101E-02  0.476E-04  0.202E-02  0.130E-02
 103.45820  0.874E-08 -0.221E-09  0.140E-01  0.665      0.321      0.734E-03  0.467E-04  0.198E-02  0.131E-02
 103.48072  0.874E-08 -0.220E-09  0.132E-01  0.666      0.321      0.458E-03  0.457E-04  0.194E-02  0.132E-02
 103.50323  0.874E-08 -0.219E-09  0.128E-01  0.666      0.321      0.182E-03  0.447E-04  0.191E-02  0.132E-02
 103.52574  0.873E-08 -0.219E-09  0.128E-01  0.666      0.321     -0.936E-04  0.435E-04  0.189E-02  0.133E-02
 103.54825  0.873E-08 -0.219E-09  0.133E-01  0.665      0.321     -0.369E-03  0.424E-04  0.188E-02  0.133E-02
 103.57075  0.872E-08 -0.220E-09  0.142E-01  0.665      0.321     -0.644E-03  0.412E-04  0.188E-02  0.133E-02
 103.59326  0.872E-08 -0.222E-09  0.155E-01  0.663      0.321     -0.918E-03  0.400E-04  0.188E-02  0.134E-02
 103.61577  0.871E-08 -0.224E-09  0.173E-01  0.662      0.321     -0.119E-02  0.388E-04  0.189E-02  0.134E-02
 103.63827  0.871E-08 -0.226E-09  0.195E-01  0.660      0.320     -0.146E-02  0.375E-04  0.191E-02  0.134E-02
 103.66077  0.871E-08 -0.230E-09  0.221E-01  0.658      0.320     -0.173E-02  0.363E-04  0.194E-02  0.134E-02
 103.68327  0.870E-08 -0.234E-09  0.250E-01  0.656      0.319     -0.200E-02  0.350E-04  0.198E-02  0.133E-02
 103.70577  0.870E-08 -0.239E-09  0.282E-01  0.653      0.319     -0.227E-02  0.336E-04  0.202E-02  0.133E-02
 103.72827  0.869E-08 -0.244E-09  0.316E-01  0.650      0.318     -0.253E-02  0.322E-04  0.207E-02  0.132E-02
 103.75076  0.869E-08 -0.251E-09  0.352E-01  0.647      0.318     -0.279E-02  0.307E-04  0.213E-02  0.131E-02
 103.77326  0.868E-08 -0.258E-09  0.391E-01  0.643      0.318     -0.305E-02  0.292E-04  0.219E-02  0.130E-02
 103.79575  0.868E-08 -0.266E-09  0.431E-01  0.640      0.317     -0.330E-02  0.276E-04  0.226E-02  0.129E-02
 103.81824  0.868E-08 -0.275E-09  0.474E-01  0.636      0.317     -0.356E-02  0.259E-04  0.233E-02  0.128E-02
 103.84073  0.867E-08 -0.286E-09  0.518E-01  0.631      0.317     -0.380E-02  0.241E-04  0.240E-02  0.126E-02
 103.86322  0.867E-08 -0.297E-09  0.566E-01  0.627      0.317     -0.405E-02  0.222E-04  0.248E-02  0.125E-02
 103.88571  0.866E-08 -0.310E-09  0.616E-01  0.622      0.316     -0.429E-02  0.202E-04  0.256E-02  0.124E-02
 103.90820  0.866E-08 -0.325E-09  0.669E-01  0.617      0.316     -0.453E-02  0.181E-04  0.264E-02  0.122E-02
 103.93069  0.865E-08 -0.341E-09  0.726E-01  0.612      0.315     -0.476E-02  0.159E-04  0.272E-02  0.121E-02
 103.95318  0.865E-08 -0.358E-09  0.788E-01  0.607      0.314     -0.499E-02  0.137E-04  0.281E-02  0.120E-02
 103.97566  0.865E-08 -0.377E-09  0.855E-01  0.601      0.313     -0.521E-02  0.113E-04  0.289E-02  0.119E-02
 103.99815  0.864E-08 -0.398E-09  0.927E-01  0.595      0.312     -0.543E-02  0.897E-05  0.297E-02  0.118E-02
 104.02063  0.864E-08 -0.421E-09  0.101      0.588      0.311     -0.564E-02  0.660E-05  0.306E-02  0.117E-02
 104.04312  0.864E-08 -0.446E-09  0.109      0.581      0.310     -0.585E-02  0.429E-05  0.314E-02  0.117E-02
 104.06560  0.863E-08 -0.473E-09  0.118      0.573      0.310     -0.605E-02  0.208E-05  0.322E-02  0.116E-02
 104.08809  0.863E-08 -0.502E-09  0.127      0.564      0.309     -0.624E-02  0.243E-07  0.330E-02  0.116E-02
 104.11057  0.862E-08 -0.533E-09  0.136      0.555      0.309     -0.643E-02 -0.182E-05  0.339E-02  0.116E-02
 104.13306  0.862E-08 -0.566E-09  0.145      0.546      0.309     -0.661E-02 -0.340E-05  0.346E-02  0.115E-02
 104.15554  0.862E-08 -0.601E-09  0.154      0.537      0.309     -0.679E-02 -0.470E-05  0.354E-02  0.115E-02
 104.17803  0.861E-08 -0.636E-09  0.162      0.529      0.309     -0.696E-02 -0.568E-05  0.362E-02  0.114E-02
 104.20051  0.861E-08 -0.673E-09  0.170      0.521      0.309     -0.712E-02 -0.635E-05  0.369E-02  0.114E-02
 104.22300  0.861E-08 -0.710E-09  0.179      0.513      0.308     -0.727E-02 -0.672E-05  0.376E-02  0.114E-02
 104.24549  0.860E-08 -0.749E-09  0.187      0.505      0.307     -0.741E-02 -0.684E-05  0.383E-02  0.113E-02
 104.26797  0.860E-08 -0.790E-09  0.196      0.497      0.307     -0.755E-02 -0.677E-05  0.390E-02  0.113E-02
 104.29046  0.860E-08 -0.831E-09  0.205      0.489      0.306     -0.767E-02 -0.660E-05  0.396E-02  0.112E-02
 104.31295  0.859E-08 -0.872E-09  0.213      0.481      0.306     -0.779E-02 -0.643E-05  0.402E-02  0.112E-02
 104.33544  0.859E-08 -0.913E-09  0.221      0.473      0.306     -0.790E-02 -0.636E-05  0.408E-02  0.112E-02
 104.35794  0.859E-08 -0.953E-09  0.229      0.465      0.306     -0.799E-02 -0.646E-05  0.413E-02  0.111E-02
 104.38043  0.858E-08 -0.991E-09  0.235      0.459      0.306     -0.808E-02 -0.679E-05  0.418E-02  0.111E-02
 104.40293  0.858E-08 -0.103E-08  0.241      0.453      0.306     -0.816E-02 -0.735E-05  0.422E-02  0.111E-02
 104.42542  0.858E-08 -0.106E-08  0.247      0.447      0.306     -0.823E-02 -0.813E-05  0.426E-02  0.111E-02
 104.44792  0.857E-08 -0.109E-08  0.252      0.442      0.306     -0.828E-02 -0.904E-05  0.430E-02  0.111E-02
 104.47042  0.857E-08 -0.112E-08  0.257      0.437      0.307     -0.833E-02 -0.998E-05  0.433E-02  0.111E-02
 104.49293  0.857E-08 -0.114E-08  0.261      0.433      0.307     -0.837E-02 -0.108E-04  0.436E-02  0.111E-02
 104.51543  0.857E-08 -0.116E-08  0.264      0.430      0.307     -0.839E-02 -0.115E-04  0.438E-02  0.111E-02
 104.53794  0.856E-08 -0.117E-08  0.265      0.428      0.307     -0.841E-02 -0.119E-04  0.439E-02  0.111E-02
 104.56044  0.856E-08 -0.117E-08  0.266      0.427      0.307     -0.841E-02 -0.120E-04  0.440E-02  0.111E-02
 104.58295  0.856E-08 -0.117E-08  0.265      0.428      0.307     -0.840E-02 -0.117E-04  0.441E-02  0.111E-02
 104.60547  0.855E-08 -0.117E-08  0.264      0.429      0.307     -0.838E-02 -0.111E-04  0.441E-02  0.111E-02
 104.62798  0.855E-08 -0.116E-08  0.262      0.431      0.307     -0.835E-02 -0.103E-04  0.441E-02  0.111E-02
 104.65050  0.855E-08 -0.115E-08  0.259      0.434      0.307     -0.831E-02 -0.934E-05  0.440E-02  0.111E-02
 104.67302  0.854E-08 -0.114E-08  0.256      0.437      0.306     -0.826E-02 -0.839E-05  0.438E-02  0.112E-02
 104.69554  0.854E-08 -0.111E-08  0.252      0.442      0.306     -0.820E-02 -0.751E-05  0.436E-02  0.112E-02
 104.71806  0.854E-08 -0.109E-08  0.247      0.447      0.306     -0.813E-02 -0.676E-05  0.434E-02  0.112E-02
 104.74058  0.854E-08 -0.105E-08  0.241      0.454      0.305     -0.805E-02 -0.614E-05  0.431E-02  0.112E-02
 104.76311  0.853E-08 -0.102E-08  0.234      0.461      0.305     -0.796E-02 -0.564E-05  0.428E-02  0.113E-02
 104.78563  0.853E-08 -0.977E-09  0.226      0.469      0.305     -0.785E-02 -0.520E-05  0.424E-02  0.113E-02
 104.80816  0.853E-08 -0.937E-09  0.218      0.476      0.305     -0.774E-02 -0.474E-05  0.420E-02  0.113E-02
 104.83069  0.852E-08 -0.898E-09  0.211      0.484      0.306     -0.762E-02 -0.418E-05  0.415E-02  0.113E-02
 104.85322  0.852E-08 -0.859E-09  0.203      0.492      0.306     -0.749E-02 -0.349E-05  0.410E-02  0.114E-02
 104.87575  0.852E-08 -0.819E-09  0.194      0.500      0.306     -0.735E-02 -0.262E-05  0.405E-02  0.114E-02
 104.89828  0.851E-08 -0.777E-09  0.185      0.509      0.306     -0.720E-02 -0.160E-05  0.399E-02  0.114E-02
 104.92082  0.851E-08 -0.733E-09  0.176      0.518      0.306     -0.705E-02 -0.459E-06  0.393E-02  0.114E-02
 104.94335  0.851E-08 -0.692E-09  0.166      0.527      0.307     -0.688E-02  0.736E-06  0.387E-02  0.114E-02
 104.96589  0.850E-08 -0.652E-09  0.157      0.536      0.307     -0.671E-02  0.191E-05  0.381E-02  0.114E-02
 104.98842  0.850E-08 -0.616E-09  0.148      0.544      0.308     -0.653E-02  0.300E-05  0.374E-02  0.115E-02
 105.01096  0.850E-08 -0.581E-09  0.139      0.552      0.309     -0.635E-02  0.396E-05  0.367E-02  0.115E-02
 105.03349  0.849E-08 -0.547E-09  0.130      0.560      0.310     -0.616E-02  0.473E-05  0.360E-02  0.115E-02
 105.05603  0.849E-08 -0.514E-09  0.121      0.568      0.311     -0.596E-02  0.533E-05  0.352E-02  0.116E-02
 105.07856  0.848E-08 -0.484E-09  0.112      0.576      0.312     -0.575E-02  0.574E-05  0.345E-02  0.116E-02
 105.10110  0.848E-08 -0.455E-09  0.104      0.584      0.312     -0.554E-02  0.599E-05  0.337E-02  0.117E-02
 105.12363  0.848E-08 -0.429E-09  0.961E-01  0.591      0.313     -0.533E-02  0.611E-05  0.329E-02  0.117E-02
 105.14617  0.847E-08 -0.405E-09  0.886E-01  0.598      0.314     -0.511E-02  0.612E-05  0.321E-02  0.118E-02
 105.16870  0.847E-08 -0.383E-09  0.816E-01  0.604      0.314     -0.488E-02  0.604E-05  0.313E-02  0.118E-02
 105.19123  0.847E-08 -0.364E-09  0.750E-01  0.610      0.315     -0.465E-02  0.588E-05  0.305E-02  0.119E-02
 105.21377  0.846E-08 -0.346E-09  0.687E-01  0.616      0.316     -0.442E-02  0.564E-05  0.297E-02  0.120E-02
 105.23630  0.846E-08 -0.330E-09  0.627E-01  0.621      0.316     -0.418E-02  0.533E-05  0.289E-02  0.120E-02
 105.25883  0.845E-08 -0.315E-09  0.569E-01  0.626      0.317     -0.394E-02  0.493E-05  0.280E-02  0.121E-02
 105.28136  0.845E-08 -0.301E-09  0.514E-01  0.630      0.318     -0.370E-02  0.443E-05  0.272E-02  0.122E-02
 105.30389  0.845E-08 -0.289E-09  0.462E-01  0.635      0.319     -0.345E-02  0.383E-05  0.264E-02  0.122E-02
 105.32642  0.844E-08 -0.279E-09  0.413E-01  0.639      0.320     -0.320E-02  0.314E-05  0.256E-02  0.123E-02
 105.34894  0.844E-08 -0.270E-09  0.367E-01  0.642      0.321     -0.295E-02  0.235E-05  0.249E-02  0.124E-02
 105.37147  0.843E-08 -0.262E-09  0.326E-01  0.646      0.321     -0.269E-02  0.146E-05  0.241E-02  0.124E-02
 105.39399  0.843E-08 -0.255E-09  0.289E-01  0.649      0.322     -0.244E-02  0.489E-06  0.234E-02  0.125E-02
 105.41652  0.843E-08 -0.249E-09  0.255E-01  0.652      0.322     -0.218E-02 -0.556E-06  0.227E-02  0.125E-02
 105.43904  0.842E-08 -0.243E-09  0.226E-01  0.655      0.323     -0.192E-02 -0.166E-05  0.221E-02  0.126E-02
 105.46156  0.842E-08 -0.239E-09  0.200E-01  0.657      0.323     -0.165E-02 -0.282E-05  0.214E-02  0.127E-02
 105.48408  0.841E-08 -0.235E-09  0.178E-01  0.658      0.324     -0.139E-02 -0.402E-05  0.209E-02  0.127E-02
 105.50659  0.841E-08 -0.232E-09  0.161E-01  0.660      0.324     -0.113E-02 -0.526E-05  0.203E-02  0.128E-02
 105.52911  0.841E-08 -0.230E-09  0.147E-01  0.660      0.325     -0.863E-03 -0.651E-05  0.199E-02  0.129E-02
 105.55163  0.840E-08 -0.229E-09  0.137E-01  0.660      0.326     -0.598E-03 -0.777E-05  0.195E-02  0.129E-02
 105.57414  0.840E-08 -0.228E-09  0.131E-01  0.660      0.327     -0.333E-03 -0.903E-05  0.192E-02  0.130E-02
 105.59665  0.839E-08 -0.228E-09  0.128E-01  0.660      0.327     -0.680E-04 -0.103E-04  0.189E-02  0.130E-02
 105.61916  0.839E-08 -0.228E-09  0.130E-01  0.660      0.327      0.197E-03 -0.115E-04  0.187E-02  0.130E-02
 105.64167  0.838E-08 -0.229E-09  0.136E-01  0.659      0.327      0.461E-03 -0.126E-04  0.186E-02  0.131E-02
 105.66418  0.838E-08 -0.230E-09  0.146E-01  0.659      0.326      0.725E-03 -0.137E-04  0.186E-02  0.131E-02
 105.68668  0.838E-08 -0.231E-09  0.160E-01  0.658      0.326      0.988E-03 -0.146E-04  0.186E-02  0.131E-02
 105.70919  0.837E-08 -0.234E-09  0.178E-01  0.657      0.325      0.125E-02 -0.155E-04  0.188E-02  0.131E-02
 105.73169  0.837E-08 -0.237E-09  0.200E-01  0.655      0.325      0.151E-02 -0.162E-04  0.190E-02  0.131E-02
 105.75419  0.836E-08 -0.240E-09  0.225E-01  0.653      0.325      0.177E-02 -0.167E-04  0.193E-02  0.130E-02
 105.77669  0.836E-08 -0.245E-09  0.255E-01  0.650      0.325      0.203E-02 -0.171E-04  0.196E-02  0.130E-02
 105.79919  0.836E-08 -0.251E-09  0.288E-01  0.647      0.325      0.228E-02 -0.173E-04  0.201E-02  0.130E-02
 105.82169  0.835E-08 -0.257E-09  0.324E-01  0.643      0.325      0.253E-02 -0.174E-04  0.206E-02  0.129E-02
 105.84418  0.835E-08 -0.264E-09  0.363E-01  0.639      0.325      0.278E-02 -0.173E-04  0.211E-02  0.128E-02
 105.86668  0.834E-08 -0.272E-09  0.403E-01  0.635      0.325      0.303E-02 -0.171E-04  0.217E-02  0.128E-02
 105.88917  0.834E-08 -0.280E-09  0.445E-01  0.631      0.324      0.327E-02 -0.167E-04  0.223E-02  0.127E-02
 105.91167  0.834E-08 -0.290E-09  0.487E-01  0.628      0.324      0.351E-02 -0.163E-04  0.230E-02  0.126E-02
 105.93416  0.833E-08 -0.300E-09  0.531E-01  0.624      0.323      0.375E-02 -0.159E-04  0.237E-02  0.124E-02
 105.95665  0.833E-08 -0.311E-09  0.576E-01  0.621      0.322      0.398E-02 -0.154E-04  0.244E-02  0.123E-02
 105.97914  0.832E-08 -0.324E-09  0.623E-01  0.617      0.321      0.421E-02 -0.150E-04  0.251E-02  0.122E-02
 106.00163  0.832E-08 -0.338E-09  0.673E-01  0.613      0.320      0.444E-02 -0.146E-04  0.259E-02  0.121E-02
 106.02412  0.832E-08 -0.354E-09  0.726E-01  0.608      0.319      0.466E-02 -0.143E-04  0.267E-02  0.119E-02
 106.04661  0.831E-08 -0.372E-09  0.784E-01  0.603      0.318      0.488E-02 -0.142E-04  0.275E-02  0.118E-02
 106.06909  0.831E-08 -0.391E-09  0.848E-01  0.598      0.317      0.509E-02 -0.142E-04  0.283E-02  0.117E-02
 106.09158  0.831E-08 -0.411E-09  0.917E-01  0.592      0.316      0.530E-02 -0.144E-04  0.291E-02  0.116E-02
 106.11407  0.830E-08 -0.434E-09  0.992E-01  0.585      0.316      0.550E-02 -0.148E-04  0.299E-02  0.116E-02
 106.13655  0.830E-08 -0.458E-09  0.107      0.578      0.315      0.570E-02 -0.153E-04  0.307E-02  0.115E-02
 106.15904  0.829E-08 -0.485E-09  0.116      0.569      0.315      0.589E-02 -0.159E-04  0.315E-02  0.115E-02
 106.18152  0.829E-08 -0.514E-09  0.125      0.561      0.314      0.607E-02 -0.167E-04  0.323E-02  0.114E-02
 106.20401  0.829E-08 -0.545E-09  0.134      0.552      0.314      0.625E-02 -0.176E-04  0.331E-02  0.114E-02
 106.22650  0.828E-08 -0.577E-09  0.143      0.544      0.314      0.642E-02 -0.185E-04  0.339E-02  0.114E-02
 106.24898  0.828E-08 -0.611E-09  0.151      0.535      0.314      0.659E-02 -0.193E-04  0.347E-02  0.113E-02
 106.27147  0.828E-08 -0.645E-09  0.159      0.527      0.313      0.675E-02 -0.202E-04  0.354E-02  0.113E-02
 106.29396  0.827E-08 -0.681E-09  0.167      0.520      0.313      0.690E-02 -0.209E-04  0.362E-02  0.113E-02
 106.31644  0.827E-08 -0.719E-09  0.175      0.512      0.312      0.704E-02 -0.214E-04  0.369E-02  0.112E-02
 106.33893  0.827E-08 -0.758E-09  0.183      0.505      0.312      0.717E-02 -0.218E-04  0.376E-02  0.112E-02
 106.36142  0.826E-08 -0.797E-09  0.191      0.497      0.312      0.730E-02 -0.218E-04  0.382E-02  0.111E-02
 106.38391  0.826E-08 -0.838E-09  0.199      0.489      0.312      0.742E-02 -0.216E-04  0.389E-02  0.111E-02
 106.40640  0.826E-08 -0.879E-09  0.207      0.481      0.312      0.753E-02 -0.210E-04  0.395E-02  0.111E-02
 106.42889  0.826E-08 -0.921E-09  0.215      0.473      0.312      0.763E-02 -0.201E-04  0.400E-02  0.110E-02
 106.45139  0.825E-08 -0.960E-09  0.223      0.465      0.312      0.772E-02 -0.190E-04  0.406E-02  0.110E-02
 106.47388  0.825E-08 -0.995E-09  0.229      0.458      0.312      0.780E-02 -0.177E-04  0.410E-02  0.110E-02
 106.49638  0.825E-08 -0.103E-08  0.235      0.452      0.312      0.787E-02 -0.164E-04  0.415E-02  0.110E-02
 106.51888  0.824E-08 -0.106E-08  0.241      0.447      0.313      0.793E-02 -0.151E-04  0.419E-02  0.110E-02
 106.54138  0.824E-08 -0.108E-08  0.245      0.442      0.313      0.799E-02 -0.139E-04  0.423E-02  0.110E-02
 106.56388  0.824E-08 -0.111E-08  0.249      0.437      0.314      0.803E-02 -0.130E-04  0.426E-02  0.110E-02
 106.58638  0.824E-08 -0.113E-08  0.253      0.433      0.314      0.806E-02 -0.124E-04  0.429E-02  0.110E-02
 106.60889  0.823E-08 -0.115E-08  0.255      0.431      0.314      0.808E-02 -0.121E-04  0.431E-02  0.110E-02
 106.63139  0.823E-08 -0.116E-08  0.257      0.429      0.314      0.809E-02 -0.121E-04  0.432E-02  0.110E-02
 106.65390  0.823E-08 -0.116E-08  0.258      0.428      0.314      0.809E-02 -0.123E-04  0.434E-02  0.110E-02
 106.67641  0.822E-08 -0.116E-08  0.257      0.430      0.313      0.808E-02 -0.127E-04  0.434E-02  0.110E-02
 106.69893  0.822E-08 -0.116E-08  0.256      0.432      0.312      0.806E-02 -0.130E-04  0.435E-02  0.110E-02
 106.72144  0.822E-08 -0.115E-08  0.253      0.435      0.311      0.803E-02 -0.132E-04  0.434E-02  0.110E-02
 106.74396  0.822E-08 -0.113E-08  0.250      0.439      0.311      0.799E-02 -0.131E-04  0.434E-02  0.110E-02
 106.76647  0.821E-08 -0.112E-08  0.246      0.443      0.311      0.793E-02 -0.126E-04  0.432E-02  0.109E-02
 106.78899  0.821E-08 -0.109E-08  0.241      0.448      0.311      0.787E-02 -0.117E-04  0.431E-02  0.109E-02
 106.81152  0.821E-08 -0.107E-08  0.236      0.452      0.311      0.780E-02 -0.103E-04  0.428E-02  0.110E-02
 106.83404  0.820E-08 -0.104E-08  0.231      0.457      0.311      0.772E-02 -0.841E-05  0.426E-02  0.110E-02
 106.85656  0.820E-08 -0.101E-08  0.225      0.463      0.312      0.763E-02 -0.613E-05  0.423E-02  0.110E-02
 106.87909  0.820E-08 -0.970E-09  0.219      0.469      0.312      0.753E-02 -0.350E-05  0.419E-02  0.110E-02
 106.90162  0.820E-08 -0.932E-09  0.212      0.477      0.312      0.742E-02 -0.650E-06  0.415E-02  0.111E-02
 106.92414  0.819E-08 -0.893E-09  0.204      0.484      0.312      0.730E-02  0.232E-05  0.411E-02  0.111E-02
 106.94667  0.819E-08 -0.853E-09  0.195      0.492      0.312      0.717E-02  0.528E-05  0.406E-02  0.112E-02
 106.96920  0.819E-08 -0.812E-09  0.187      0.501      0.313      0.704E-02  0.815E-05  0.401E-02  0.112E-02
 106.99174  0.818E-08 -0.770E-09  0.178      0.509      0.313      0.689E-02  0.109E-04  0.395E-02  0.112E-02
 107.01427  0.818E-08 -0.728E-09  0.169      0.517      0.314      0.674E-02  0.134E-04  0.390E-02  0.113E-02
 107.03680  0.818E-08 -0.688E-09  0.160      0.526      0.315      0.658E-02  0.158E-04  0.383E-02  0.113E-02
 107.05933  0.817E-08 -0.650E-09  0.151      0.534      0.316      0.642E-02  0.181E-04  0.377E-02  0.114E-02
 107.08187  0.817E-08 -0.613E-09  0.142      0.541      0.316      0.624E-02  0.202E-04  0.370E-02  0.114E-02
 107.10440  0.817E-08 -0.578E-09  0.133      0.549      0.317      0.606E-02  0.224E-04  0.363E-02  0.115E-02
 107.12694  0.816E-08 -0.544E-09  0.125      0.558      0.318      0.588E-02  0.246E-04  0.356E-02  0.115E-02
 107.14947  0.816E-08 -0.512E-09  0.116      0.566      0.318      0.568E-02  0.268E-04  0.349E-02  0.115E-02
 107.17201  0.816E-08 -0.482E-09  0.108      0.574      0.318      0.549E-02  0.291E-04  0.341E-02  0.116E-02
 107.19454  0.815E-08 -0.454E-09  0.996E-01  0.582      0.319      0.528E-02  0.315E-04  0.333E-02  0.116E-02
 107.21707  0.815E-08 -0.429E-09  0.919E-01  0.589      0.319      0.508E-02  0.339E-04  0.325E-02  0.116E-02
 107.23961  0.815E-08 -0.405E-09  0.846E-01  0.596      0.319      0.486E-02  0.362E-04  0.317E-02  0.117E-02
 107.26214  0.814E-08 -0.384E-09  0.777E-01  0.602      0.320      0.465E-02  0.385E-04  0.309E-02  0.117E-02
 107.28467  0.814E-08 -0.366E-09  0.713E-01  0.608      0.321      0.442E-02  0.407E-04  0.301E-02  0.118E-02
 107.30720  0.813E-08 -0.349E-09  0.652E-01  0.613      0.322      0.420E-02  0.427E-04  0.293E-02  0.119E-02
 107.32973  0.813E-08 -0.333E-09  0.593E-01  0.618      0.323      0.397E-02  0.446E-04  0.285E-02  0.119E-02
 107.35226  0.813E-08 -0.319E-09  0.538E-01  0.622      0.324      0.374E-02  0.464E-04  0.276E-02  0.120E-02
 107.37479  0.812E-08 -0.307E-09  0.485E-01  0.627      0.325      0.350E-02  0.480E-04  0.268E-02  0.120E-02
